databaseId,caseId/en,title,citation
csc-scc,2003scc67,Maranda v. Richer,"[2003] 3 SCR 193, 2003 SCC 67 (CanLII)"
csc-scc,2003scc66,National Trust Co. v. H & R Block Canada Inc.,"[2003] 3 SCR 160, 2003 SCC 66 (CanLII)"
csc-scc,2003scc65,Vann Niagara Ltd. v. Oakville (Town),"[2003] 3 SCR 158, 2003 SCC 65 (CanLII)"
csc-scc,2003scc64,Ontario v. O.P.S.E.U.,"[2003] 3 SCR 149, 2003 SCC 64 (CanLII)"
csc-scc,2003scc63,"Toronto (City) v. C.U.P.E., Local 79","[2003] 3 SCR 77, 2003 SCC 63 (CanLII)"
csc-scc,2003scc62,Doucet-Boudreau v. Nova Scotia (Minister of Education),"[2003] 3 SCR 3, 2003 SCC 62 (CanLII)"
csc-scc,2003scc61,Deloitte & Touche LLP v. Ontario (Securities Commission),"[2003] 2 SCR 713, 2003 SCC 61 (CanLII)"
csc-scc,2003scc60,R. v. S.A.B.,"[2003] 2 SCR 678, 2003 SCC 60 (CanLII)"
csc-scc,2003scc59,Gurniak v. Nordquist,"[2003] 2 SCR 652, 2003 SCC 59 (CanLII)"
csc-scc,2003scc58,Imperial Oil Ltd. v. Quebec (Minister of the Environment),"[2003] 2 SCR 624, 2003 SCC 58 (CanLII)"
csc-scc,2003scc57,R. v. Phillips,"[2003] 2 SCR 623, 2003 SCC 57 (CanLII)"
csc-scc,2003scc56,R. v. Bédard,"[2003] 2 SCR 621, 2003 SCC 56 (CanLII)"
csc-scc,2003scc55,Paul v. British Columbia (Forest Appeals Commission),"[2003] 2 SCR 585, 2003 SCC 55 (CanLII)"
csc-scc,2003scc54,Nova Scotia (Workers' Compensation Board) v. Martin; Nova Scotia (Workers' Compensation Board) v. Laseur,"[2003] 2 SCR 504, 2003 SCC 54 (CanLII)"
csc-scc,2003scc53,M.B. v. British Columbia,"[2003] 2 SCR 477, 2003 SCC 53 (CanLII)"
csc-scc,2003scc52,E.D.G. v. Hammer,"[2003] 2 SCR 459, 2003 SCC 52 (CanLII)"
csc-scc,2003scc51,K.L.B. v. British Columbia,"[2003] 2 SCR 403, 2003 SCC 51 (CanLII)"
csc-scc,2003scc50,R. v. Kelly,"[2003] 2 SCR 400, 2003 SCC 50 (CanLII)"
csc-scc,2003scc49,R. v. Mitchell,"[2003] 2 SCR 396, 2003 SCC 49 (CanLII)"
csc-scc,2003scc48,R. v. Smith,"[2003] 2 SCR 392, 2003 SCC 48 (CanLII)"
csc-scc,2003scc47,R. v. Edgar,"[2003] 2 SCR 388, 2003 SCC 47 (CanLII)"
csc-scc,2003scc46,R. v. Johnson,"[2003] 2 SCR 357, 2003 SCC 46 (CanLII)"
csc-scc,2003scc45,Wewaykum Indian Band v. Canada,"[2003] 2 SCR 259, 2003 SCC 45 (CanLII)"
csc-scc,2003scc44,R. v. Blais,"[2003] 2 SCR 236, 2003 SCC 44 (CanLII)"
csc-scc,2003scc43,R. v. Powley,"[2003] 2 SCR 207, 2003 SCC 43 (CanLII)"
csc-scc,2003scc42,"Parry Sound (District) Social Services Administration Board v. O.P.S.E.U., Local 324","[2003] 2 SCR 157, 2003 SCC 42 (CanLII)"
csc-scc,2003scc41,R. v. Williams,"[2003] 2 SCR 134, 2003 SCC 41 (CanLII)"
csc-scc,2003scc40,Unifund Assurance Co. v. Insurance Corp. of British Columbia,"[2003] 2 SCR 63, 2003 SCC 40 (CanLII)"
csc-scc,2003scc39,Authorson v. Canada (Attorney General),"[2003] 2 SCR 40, 2003 SCC 39 (CanLII)"
csc-scc,2003scc38,R. v. Asante-Mensah,"[2003] 2 SCR 3, 2003 SCC 38 (CanLII)"
csc-scc,2003scc37,Figueroa v. Canada (Attorney General),"[2003] 1 SCR 912, 2003 SCC 37 (CanLII)"
csc-scc,2003scc36,Bell Canada v. Canadian Telephone Employees Association,"[2003] 1 SCR 884, 2003 SCC 36 (CanLII)"
csc-scc,2003scc35,Ell v. Alberta,"[2003] 1 SCR 857, 2003 SCC 35 (CanLII)"
csc-scc,2003scc34,Trociuk v. British Columbia (Attorney General),"[2003] 1 SCR 835, 2003 SCC 34 (CanLII)"
csc-scc,2003scc33,R. v. Owen,"[2003] 1 SCR 779, 2003 SCC 33 (CanLII)"
csc-scc,2003scc32,Starson v. Swayze,"[2003] 1 SCR 722, 2003 SCC 32 (CanLII)"
csc-scc,2003scc31,Caisse populaire Desjardins de Val-Brillant v. Blouin,"[2003] 1 SCR 666, 2003 SCC 31 (CanLII)"
csc-scc,2003scc30,R. v. Buhay,"[2003] 1 SCR 631, 2003 SCC 30 (CanLII)"
csc-scc,2003scc29,C.U.P.E. v. Ontario (Minister of Labour),"[2003] 1 SCR 539, 2003 SCC 29 (CanLII)"
csc-scc,2003scc28,Barrie Public Utilities v. Canadian Cable Television Assn.,"[2003] 1 SCR 476, 2003 SCC 28 (CanLII)"
csc-scc,2003canlii75449,Doern v. British Columbia (Police Complaint Commissioner),2003 CanLII 75449 (SCC)
csc-scc,2003scc27,Z.I. Pompey Industrie v. ECU-Line N.V.,"[2003] 1 SCR 450, 2003 SCC 27 (CanLII)"
csc-scc,2003scc26,Churchland v. Gore Mutual Insurance Co.,"[2003] 1 SCR 445, 2003 SCC 26 (CanLII)"
csc-scc,2003scc25,KP Pacific Holdings Ltd. v. Guardian Insurance Co. of Canada,"[2003] 1 SCR 433, 2003 SCC 25 (CanLII)"
csc-scc,2003scc24,Miglin v. Miglin,"[2003] 1 SCR 303, 2003 SCC 24 (CanLII)"
csc-scc,2003scc23,R. v. Arradi,"[2003] 1 SCR 280, 2003 SCC 23 (CanLII)"
csc-scc,2003scc22,R. v. Larue,"[2003] 1 SCR 277, 2003 SCC 22 (CanLII)"
csc-scc,2003scc21,R. v. P.A.,"[2003] 1 SCR 275, 2003 SCC 21 (CanLII)"
csc-scc,2003scc20,Law Society of New Brunswick v. Ryan,"[2003] 1 SCR 247, 2003 SCC 20 (CanLII)"
csc-scc,2003scc19,Dr. Q. v. College of Physicians and Surgeons of British Columbia,"[2003] 1 SCR 226, 2003 SCC 19 (CanLII)"
csc-scc,2003scc18,R. v. Allen,"[2003] 1 SCR 223, 2003 SCC 18 (CanLII)"
csc-scc,2003scc17,Desputeaux v. Éditions Chouette (1987) inc.,"[2003] 1 SCR 178, 2003 SCC 17 (CanLII)"
csc-scc,2003scc16,Martin v. American International Assurance Life Co.,"[2003] 1 SCR 158, 2003 SCC 16 (CanLII)"
csc-scc,2003scc15,R. v. Knight; R. v. Hay,"[2003] 1 SCR 156, 2003 SCC 15 (CanLII)"
csc-scc,2003scc14,Goudie v. Ottawa (City),"[2003] 1 SCR 141, 2003 SCC 14 (CanLII)"
csc-scc,2003scc13,Allen v. Alberta,"[2003] 1 SCR 128, 2003 SCC 13 (CanLII)"
csc-scc,2003scc12,R. v. Willis,"[2003] 1 SCR 127, 2003 SCC 12 (CanLII)"
csc-scc,2003scc11,R. v. M.S.,"[2003] 1 SCR 125, 2003 SCC 11 (CanLII)"
csc-scc,2003scc10,Reference re Earth Future Lottery,"[2003] 1 SCR 123, 2003 SCC 10 (CanLII)"
csc-scc,2003scc9,Markevich v. Canada,"[2003] 1 SCR 94, 2003 SCC 9 (CanLII)"
csc-scc,2003scc8,Canada (Information Commissioner) v. Canada (Commissioner of the Royal Canadian Mounted Police),"[2003] 1 SCR 66, 2003 SCC 8 (CanLII)"
csc-scc,2003scc7,R. v. Feeley,"[2003] 1 SCR 64, 2003 SCC 7 (CanLII)"
csc-scc,2003scc6,R. v. Zinck,"[2003] 1 SCR 41, 2003 SCC 6 (CanLII)"
csc-scc,2003scc5,R. v. Harriott,"[2003] 1 SCR 39, 2003 SCC 5 (CanLII)"
csc-scc,2003scc4,R. v. R.R.,"[2003] 1 SCR 37, 2003 SCC 4 (CanLII)"
csc-scc,2003scc3,Siemens v. Manitoba (Attorney General),"[2003] 1 SCR 6, 2003 SCC 3 (CanLII)"
csc-scc,2003scc2,R. v. Pelletier,"[2003] 1 SCR 4, 2003 SCC 2 (CanLII)"
csc-scc,2003scc1,R. v. Wise,"[2003] 1 SCR 3, 2003 SCC 1 (CanLII)"
csc-scc,2002scc86,Chamberlain v. Surrey School District No. 36,"[2002] 4 SCR 710, 2002 SCC 86 (CanLII)"
csc-scc,2002scc85,Prud'homme v. Prud'homme,"[2002] 4 SCR 663, 2002 SCC 85 (CanLII)"
csc-scc,2002scc84,Gosselin v. Québec (Attorney General),"[2002] 4 SCR 429, 2002 SCC 84 (CanLII)"
csc-scc,2002scc83,Nova Scotia (Attorney General) v. Walsh,"[2002] 4 SCR 325, 2002 SCC 83 (CanLII)"
csc-scc,2002scc82,R. v. Squires,"[2002] 4 SCR 323, 2002 SCC 82 (CanLII)"
csc-scc,2002scc81,373409 Alberta Ltd. (Receiver of) v. Bank of Montreal,"[2002] 4 SCR 312, 2002 SCC 81 (CanLII)"
csc-scc,2002scc80,R. v. Harvey,"[2002] 4 SCR 311, 2002 SCC 80 (CanLII)"
csc-scc,2002scc79,Wewaykum Indian Band v. Canada,"[2002] 4 SCR 245, 2002 SCC 79 (CanLII)"
csc-scc,2002scc78,Spar Aerospace Ltd. v. American Mobile Satellite Corp.,"[2002] 4 SCR 205, 2002 SCC 78 (CanLII)"
csc-scc,2002scc77,Apotex Inc. v. Wellcome Foundation Ltd.,"[2002] 4 SCR 153, 2002 SCC 77 (CanLII)"
csc-scc,2002scc76,Harvard College v. Canada (Commissioner of Patents),"[2002] 4 SCR 45, 2002 SCC 76 (CanLII)"
csc-scc,2002scc75,Ruby v. Canada (Solicitor General),"[2002] 4 SCR 3, 2002 SCC 75 (CanLII)"
csc-scc,2002scc74,R. v. Ling,"[2002] 3 SCR 814, 2002 SCC 74 (CanLII)"
csc-scc,2002scc73,R. v. Jarvis,"[2002] 3 SCR 757, 2002 SCC 73 (CanLII)"
csc-scc,2002scc72,Quebec (Attorney General) v. Laroche,"[2002] 3 SCR 708, 2002 SCC 72 (CanLII)"
csc-scc,2002scc71,Macdonell v. Quebec (Commission d'accès à l'information),"[2002] 3 SCR 661, 2002 SCC 71 (CanLII)"
csc-scc,2002scc70,R. v. Neil,"[2002] 3 SCR 631, 2002 SCC 70 (CanLII)"
csc-scc,2002scc69,R. v. Wilson,"[2002] 3 SCR 629, 2002 SCC 69 (CanLII)"
csc-scc,2002scc68,Sauvé v. Canada (Chief Electoral Officer),"[2002] 3 SCR 519, 2002 SCC 68 (CanLII)"
csc-scc,2002scc67,R. v. Noël,"[2002] 3 SCR 433, 2002 SCC 67 (CanLII)"
csc-scc,2002scc66,B. v. Ontario (Human Rights Commission),"[2002] 3 SCR 403, 2002 SCC 66 (CanLII)"
csc-scc,2002scc65,Krieger v. Law Society of Alberta,"[2002] 3 SCR 372, 2002 SCC 65 (CanLII)"
csc-scc,2002scc64,R. v. Hall,"[2002] 3 SCR 309, 2002 SCC 64 (CanLII)"
csc-scc,2002scc63,Canam Enterprises Inc. v. Coles,"[2002] 3 SCR 307, 2002 SCC 63 (CanLII)"
csc-scc,2002scc62,Schreiber v. Canada (Attorney General),"[2002] 3 SCR 269, 2002 SCC 62 (CanLII)"
csc-scc,2002scc61,"Lavallee, Rackel & Heintz v. Canada (Attorney General); White, Ottenheimer & Baker v. Canada (Attorney General); R. v. Fink","[2002] 3 SCR 209, 2002 SCC 61 (CanLII)"
csc-scc,2002scc60,CIBC Mortgage Corp. v. Vasquez,"[2002] 3 SCR 168, 2002 SCC 60 (CanLII)"
csc-scc,2002scc59,Somersall v. Friedman,"[2002] 3 SCR 109, 2002 SCC 59 (CanLII)"
csc-scc,2002scc58,R. v. Shearing,"[2002] 3 SCR 33, 2002 SCC 58 (CanLII)"
csc-scc,2002scc57,Babcock v. Canada (Attorney General),"[2002] 3 SCR 3, 2002 SCC 57 (CanLII)"
csc-scc,2002scc56,R. v. Handy,"[2002] 2 SCR 908, 2002 SCC 56 (CanLII)"
csc-scc,2002scc55,R. v. Burke,"[2002] 2 SCR 857, 2002 SCC 55 (CanLII)"
csc-scc,2002scc54,Ross River Dena Council Band v. Canada,"[2002] 2 SCR 816, 2002 SCC 54 (CanLII)"
csc-scc,2002scc53,Lavigne v. Canada (Office of the Commissioner of Official Languages),"[2002] 2 SCR 773, 2002 SCC 53 (CanLII)"
csc-scc,2002scc52,R.C. v. Quebec (Attorney General); R. v. Beauchamps,"[2002] 2 SCR 762, 2002 SCC 52 (CanLII)"
csc-scc,2002scc51,R. v. Perciballi,"[2002] 2 SCR 761, 2002 SCC 51 (CanLII)"
csc-scc,2002scc50,Heredi v. Fensom,"[2002] 2 SCR 741, 2002 SCC 50 (CanLII)"
csc-scc,2002scc49,First Vancouver Finance v. M.R.N.,"[2002] 2 SCR 720, 2002 SCC 49 (CanLII)"
csc-scc,2002scc48,Family Insurance Corp. v. Lombard Canada Ltd.,"[2002] 2 SCR 695, 2002 SCC 48 (CanLII)"
csc-scc,2002scc47,Walls v. Canada,"[2002] 2 SCR 684, 2002 SCC 47 (CanLII)"
csc-scc,2002scc46,Stewart v. Canada,"[2002] 2 SCR 645, 2002 SCC 46 (CanLII)"
csc-scc,2002scc45,R. v. Robicheau,"[2002] 2 SCR 643, 2002 SCC 45 (CanLII)"
csc-scc,2002scc44,"Tremblay v. Syndicat des employées et employés professionnels-les et de bureau, section locale 57","[2002] 2 SCR 627, 2002 SCC 44 (CanLII)"
csc-scc,2002scc43,Bank of America Canada v. Mutual Trust Co.,"[2002] 2 SCR 601, 2002 SCC 43 (CanLII)"
csc-scc,2002scc42,Bell ExpressVu Limited Partnership v. Rex,"[2002] 2 SCR 559, 2002 SCC 42 (CanLII)"
csc-scc,2002scc41,Sierra Club of Canada v. Canada (Minister of Finance),"[2002] 2 SCR 522, 2002 SCC 41 (CanLII)"
csc-scc,2002scc40,Berry v. Pulley,"[2002] 2 SCR 493, 2002 SCC 40 (CanLII)"
csc-scc,2002scc39,R. v. Hibbert,"[2002] 2 SCR 445, 2002 SCC 39 (CanLII)"
csc-scc,2002scc38,Gronnerud (Litigation Guardians of) v. Gronnerud Estate,"[2002] 2 SCR 417, 2002 SCC 38 (CanLII)"
csc-scc,2002scc37,R. v. S.G.F.,"[2002] 2 SCR 416, 2002 SCC 37 (CanLII)"
csc-scc,2002scc36,R. v. V.C.A.S.,"[2002] 2 SCR 414, 2002 SCC 36 (CanLII)"
csc-scc,2002scc35,R. v. Carlos,"[2002] 2 SCR 411, 2002 SCC 35 (CanLII)"
csc-scc,2002scc34,Théberge v. Galerie d'Art du Petit Champlain inc.,"[2002] 2 SCR 336, 2002 SCC 34 (CanLII)"
csc-scc,2002scc33,Housen v. Nikolaisen,"[2002] 2 SCR 235, 2002 SCC 33 (CanLII)"
csc-scc,2002scc32,R. v. Brown,"[2002] 2 SCR 185, 2002 SCC 32 (CanLII)"
csc-scc,2002scc31,"Kitkatla Band v. British Columbia (Minister of Small Business, Tourism and Culture)","[2002] 2 SCR 146, 2002 SCC 31 (CanLII)"
csc-scc,2002scc30,Smith v. Co-operators General Insurance Co.,"[2002] 2 SCR 129, 2002 SCC 30 (CanLII)"
csc-scc,2002scc29,R. v. Cinous,"[2002] 2 SCR 3, 2002 SCC 29 (CanLII)"
csc-scc,2002scc28,Sarvanis v. Canada,"[2002] 1 SCR 921, 2002 SCC 28 (CanLII)"
csc-scc,2002scc27,R. v. Braich,"[2002] 1 SCR 903, 2002 SCC 27 (CanLII)"
csc-scc,2002scc26,R. v. Sheppard,"[2002] 1 SCR 869, 2002 SCC 26 (CanLII)"
csc-scc,2002scc25,R. v. Lamy,"[2002] 1 SCR 860, 2002 SCC 25 (CanLII)"
csc-scc,2002scc24,R. v. Mac,"[2002] 1 SCR 856, 2002 SCC 24 (CanLII)"
csc-scc,2002scc23,Lavoie v. Canada,"[2002] 1 SCR 769, 2002 SCC 23 (CanLII)"
csc-scc,2002scc22,Oldfield v. Transamerica Life Insurance Co. of Canada,"[2002] 1 SCR 742, 2002 SCC 22 (CanLII)"
csc-scc,2002scc21,Goulet v. Transamerica Life Insurance Co. of Canada,"[2002] 1 SCR 719, 2002 SCC 21 (CanLII)"
csc-scc,2002scc19,Performance Industries Ltd. v. Sylvan Lake Golf & Tennis Club Ltd.,"[2002] 1 SCR 678, 2002 SCC 19 (CanLII)"
csc-scc,2002scc18,Whiten v. Pilot Insurance Co.,"[2002] 1 SCR 595, 2002 SCC 18 (CanLII)"
csc-scc,2002scc17,Ward v. Canada (Attorney General),"[2002] 1 SCR 569, 2002 SCC 17 (CanLII)"
csc-scc,2002scc20,Bannon v. Thunder Bay (City),"[2002] 1 SCR 716, 2002 SCC 20 (CanLII)"
csc-scc,2002scc16,R.  v. Fliss,"[2002] 1 SCR 535, 2002 SCC 16 (CanLII)"
csc-scc,2002scc15,St-Jean v. Mercier,"[2002] 1 SCR 491, 2002 SCC 15 (CanLII)"
csc-scc,2002scc14,R. v. Guignard,"[2002] 1 SCR 472, 2002 SCC 14 (CanLII)"
csc-scc,2002scc13,Mackin v. New Brunswick (Minister of Finance); Rice v. New Brunswick,"[2002] 1 SCR 405, 2002 SCC 13 (CanLII)"
csc-scc,2002scc12,R. v. Regan,"[2002] 1 SCR 297, 2002 SCC 12 (CanLII)"
csc-scc,2002scc11,Moreau-Bérubé v. New Brunswick (Judicial Council),"[2002] 1 SCR 249, 2002 SCC 11 (CanLII)"
csc-scc,2002scc10,R. v. Law,"[2002] 1 SCR 227, 2002 SCC 10 (CanLII)"
csc-scc,2002scc9,Krangle (Guardian ad litem of) v. Brisco,"[2002] 1 SCR 205, 2002 SCC 9 (CanLII)"
csc-scc,2002scc8,"R.W.D.S.U., Local 558 v. Pepsi-Cola Canada Beverages (West) Ltd.","[2002] 1 SCR 156, 2002 SCC 8 (CanLII)"
csc-scc,2002scc7,Bank of Montreal v. Dynex Petroleum Ltd.,"[2002] 1 SCR 146, 2002 SCC 7 (CanLII)"
csc-scc,2002scc6,R. v. Tessier,"[2002] 1 SCR 144, 2002 SCC 6 (CanLII)"
csc-scc,2002scc5,R. v. Benji,"[2002] 1 SCR 142, 2002 SCC 5 (CanLII)"
csc-scc,2002scc4,Al Sagban v. Canada (Minister of Citizenship and Immigration),"[2002] 1 SCR 133, 2002 SCC 4 (CanLII)"
csc-scc,2002scc3,Chieu v. Canada (Minister of Citizenship and Immigration),"[2002] 1 SCR 84, 2002 SCC 3 (CanLII)"
csc-scc,2002scc2,Ahani v. Canada (Minister of Citizenship and Immigration),"[2002] 1 SCR 72, 2002 SCC 2 (CanLII)"
csc-scc,2002scc1,Suresh v. Canada (Minister of Citizenship and Immigration),"[2002] 1 SCR 3, 2002 SCC 1 (CanLII)"
csc-scc,2001scc94,Dunmore  v.  Ontario (Attorney General),"[2001] 3 SCR 1016, 2001 SCC 94 (CanLII)"
csc-scc,2001scc93,R. v. Larivière,"[2001] 3 SCR 1013, 2001 SCC 93 (CanLII)"
csc-scc,2001scc92,Sam Lévy & Associés Inc. v. Azco Mining Inc.,"[2001] 3 SCR 978, 2001 SCC 92 (CanLII)"
csc-scc,2001scc91,"Antwerp Bulkcarriers, N.V. (Re)","[2001] 3 SCR 951, 2001 SCC 91 (CanLII)"
csc-scc,2001scc90,Holt Cargo Systems Inc. v. ABC Containerline N.V. (Trustees of),"[2001] 3 SCR 907, 2001 SCC 90 (CanLII)"
csc-scc,2001scc89,Privacy Act (Can.) (Re),"[2001] 3 SCR 905, 2001 SCC 89 (CanLII)"
csc-scc,2001scc88,Smith v. Canada (Attorney General),"[2001] 3 SCR 902, 2001 SCC 88 (CanLII)"
csc-scc,2001scc87,Prévost-Masson v. General Trust of Canada,"[2001] 3 SCR 882, 2001 SCC 87 (CanLII)"
csc-scc,2001scc86,R. v. Khan,"[2001] 3 SCR 823, 2001 SCC 86 (CanLII)"
csc-scc,2001scc85,Osoyoos Indian Band v. Oliver (Town),"[2001] 3 SCR 746, 2001 SCC 85 (CanLII)"
csc-scc,2001scc83,R. v. Golden,"[2001] 3 SCR 679, 2001 SCC 83 (CanLII)"
csc-scc,2001scc82,R. v. Hynes,"[2001] 3 SCR 623, 2001 SCC 82 (CanLII)"
csc-scc,2001scc81,R. v. 974649 Ontario Inc.,"[2001] 3 SCR 575, 2001 SCC 81 (CanLII)"
csc-scc,2001scc84,Paul D'Aoust Construction Ltd. v. Markel Insurance Co. of Canada,"[2001] 3 SCR 744, 2001 SCC 84 (CanLII)"
csc-scc,2001scc80,Edwards v. Law Society of Upper Canada,"[2001] 3 SCR 562, 2001 SCC 80 (CanLII)"
csc-scc,2001scc79,Cooper v. Hobart,"[2001] 3 SCR 537, 2001 SCC 79 (CanLII)"
csc-scc,2001scc78,R. v. Nette,"[2001] 3 SCR 488, 2001 SCC 78 (CanLII)"
csc-scc,2001scc77,R. v. O.N.E.,"[2001] 3 SCR 478, 2001 SCC 77 (CanLII)"
csc-scc,2001scc76,R. v. Mentuck,"[2001] 3 SCR 442, 2001 SCC 76 (CanLII)"
csc-scc,2001scc75,R. v. Jabarianha,"[2001] 3 SCR 430, 2001 SCC 75 (CanLII)"
csc-scc,2001scc73,R. v. Scott,"[2001] 3 SCR 425, 2001 SCC 73 (CanLII)"
csc-scc,2001scc72,Derksen v. 539938 Ontario Ltd.,"[2001] 3 SCR 398, 2001 SCC 72 (CanLII)"
csc-scc,2001scc71,R. v. Rhee,"[2001] 3 SCR 364, 2001 SCC 71 (CanLII)"
csc-scc,2001scc70,R. v. Advance Cutting & Coring Ltd.,"[2001] 3 SCR 209, 2001 SCC 70 (CanLII)"
csc-scc,2001scc69,Rumley v. British Columbia,"[2001] 3 SCR 184, 2001 SCC 69 (CanLII)"
csc-scc,2001scc68,Hollick v. Toronto (City),"[2001] 3 SCR 158, 2001 SCC 68 (CanLII)"
csc-scc,2001scc67,Law Society of British Columbia v. Mangat,"[2001] 3 SCR 113, 2001 SCC 67 (CanLII)"
csc-scc,2001scc66,Proulx v. Quebec (Attorney General),"[2001] 3 SCR 9, 2001 SCC 66 (CanLII)"
csc-scc,2001scc74,Canadian Pacific Ltd. v. Montreal Urban Community,"[2001] 3 SCR 426, 2001 SCC 74 (CanLII)"
csc-scc,2001scc65,R. v. J.W.R.,"[2001] 3 SCR 7, 2001 SCC 65 (CanLII)"
csc-scc,2001scc64,Autobus Thomas Inc. v. Canada,"[2001] 3 SCR 5, 2001 SCC 64 (CanLII)"
csc-scc,2001scc63,R. v. Mankwe,"[2001] 3 SCR 3, 2001 SCC 63 (CanLII)"
csc-scc,2001scc62,Ludco Enterprises Ltd. v. Canada,"[2001] 2 SCR 1082, 2001 SCC 62 (CanLII)"
csc-scc,2001scc61,Singleton v. Canada,"[2001] 2 SCR 1046, 2001 SCC 61 (CanLII)"
csc-scc,2001scc60,Van de Perre v. Edwards,"[2001] 2 SCR 1014, 2001 SCC 60 (CanLII)"
csc-scc,2001scc59,671122 Ontario Ltd. v. Sagaz Industries Canada Inc.,"[2001] 2 SCR 983, 2001 SCC 59 (CanLII)"
csc-scc,2001scc58,Naylor Group Inc. v. Ellis-Don Construction Ltd.,"[2001] 2 SCR 943, 2001 SCC 58 (CanLII)"
csc-scc,2001scc57,Saint-Romuald (City) v. Olivier,"[2001] 2 SCR 898, 2001 SCC 57 (CanLII)"
csc-scc,2001scc56,R. v. Ulybel Enterprises Ltd.,"[2001] 2 SCR 867, 2001 SCC 56 (CanLII)"
csc-scc,2001scc55,Berendsen v. Ontario,"[2001] 2 SCR 849, 2001 SCC 55 (CanLII)"
csc-scc,2001scc54,R. v. Arcuri,"[2001] 2 SCR 828, 2001 SCC 54 (CanLII)"
csc-scc,2001scc53,R. v. Russell,"[2001] 2 SCR 804, 2001 SCC 53 (CanLII)"
csc-scc,2001scc52,"Ocean Port Hotel Ltd. v. British Columbia (General Manager, Liquor Control and Licensing Branch)","[2001] 2 SCR 781, 2001 SCC 52 (CanLII)"
csc-scc,2001scc51,Lac d'Amiante du Québec Ltée v. 2858-0702 Québec Inc.,"[2001] 2 SCR 743, 2001 SCC 51 (CanLII)"
csc-scc,2001scc50,Marcoux v. Bouchard,"[2001] 2 SCR 726, 2001 SCC 50 (CanLII)"
csc-scc,2001scc49,Monenco Ltd. v. Commonwealth Insurance Co.,"[2001] 2 SCR 699, 2001 SCC 49 (CanLII)"
csc-scc,2001scc48,Sept-Îles (City) v. Quebec (Labour Court),"[2001] 2 SCR 670, 2001 SCC 48 (CanLII)"
csc-scc,2001scc47,"Ivanhoe inc. v. UFCW, Local 500","[2001] 2 SCR 565, 2001 SCC 47 (CanLII)"
csc-scc,2001scc46,Western Canadian Shopping Centres Inc. v. Dutton,"[2001] 2 SCR 534, 2001 SCC 46 (CanLII)"
csc-scc,2001scc45,Fortin v. Chrétien,"[2001] 2 SCR 500, 2001 SCC 45 (CanLII)"
csc-scc,2001scc44,Danyluk v. Ainsworth Technologies Inc.,"[2001] 2 SCR 460, 2001 SCC 44 (CanLII)"
csc-scc,2001scc43,Boston v. Boston,"[2001] 2 SCR 413, 2001 SCC 43 (CanLII)"
csc-scc,2001scc42,R. v. Pan; R. v. Sawyer,"[2001] 2 SCR 344, 2001 SCC 42 (CanLII)"
csc-scc,2001scc41,Mount Sinai Hospital Center v. Quebec (Minister of Health and Social Services),"[2001] 2 SCR 281, 2001 SCC 41 (CanLII)"
csc-scc,2001scc40,"114957 Canada Ltée (Spraytech, Société d'arrosage) v. Hudson (Town)","[2001] 2 SCR 241, 2001 SCC 40 (CanLII)"
csc-scc,2001scc39,Noël v. Société d'énergie de la Baie James,"[2001] 2 SCR 207, 2001 SCC 39 (CanLII)"
csc-scc,2001scc38,McKinley v. BC Tel,"[2001] 2 SCR 161, 2001 SCC 38 (CanLII)"
csc-scc,2001scc37,Committee for the Equal Treatment of Asbestos Minority Shareholders v. Ontario (Securities Commission),"[2001] 2 SCR 132, 2001 SCC 37 (CanLII)"
csc-scc,2001scc36,Canada (Deputy Minister of National Revenue) v. Mattel Canada Inc.,"[2001] 2 SCR 100, 2001 SCC 36 (CanLII)"
csc-scc,2001scc35,Therrien (Re),"[2001] 2 SCR 3, 2001 SCC 35 (CanLII)"
csc-scc,2001scc34,R. v. Peters; R. v. Rendon,"[2001] 1 SCR 997, 2001 SCC 34 (CanLII)"
csc-scc,2001scc33,Mitchell v. M.N.R.,"[2001] 1 SCR 911, 2001 SCC 33 (CanLII)"
csc-scc,2001scc32,R. v. Find,"[2001] 1 SCR 863, 2001 SCC 32 (CanLII)"
csc-scc,2001scc31,Trinity Western University v. British Columbia College of Teachers,"[2001] 1 SCR 772, 2001 SCC 31 (CanLII)"
csc-scc,2001scc30,R. v. Parent,"[2001] 1 SCR 761, 2001 SCC 30 (CanLII)"
csc-scc,2001scc29,R. v. Dutra,"[2001] 1 SCR 759, 2001 SCC 29 (CanLII)"
csc-scc,2001scc28,R. v. Pakoo,"[2001] 1 SCR 757, 2001 SCC 28 (CanLII)"
csc-scc,2001scc27,R. v. Rideout,"[2001] 1 SCR 755, 2001 SCC 27 (CanLII)"
csc-scc,2001scc25,R. v. Kelly,"[2001] 1 SCR 741, 2001 SCC 25 (CanLII)"
csc-scc,2001scc24,R. v. Ruzic,"[2001] 1 SCR 687, 2001 SCC 24 (CanLII)"
csc-scc,2001scc23,Walker Estate v. York Finch General Hospital,"[2001] 1 SCR 647, 2001 SCC 23 (CanLII)"
csc-scc,2001scc26,Westec Aerospace Inc. v. Raytheon Aircraft Company,"[2001] 1 SCR 4, 2001 SCC 26 (CanLII)"
csc-scc,2001scc21,United States of America v. Shulman,"[2001] 1 SCR 616, 2001 SCC 21 (CanLII)"
csc-scc,2001scc20,United States of America v. Tsioubris,"[2001] 1 SCR 613, 2001 SCC 20 (CanLII)"
csc-scc,2001scc19,United States of America v. Cobb,"[2001] 1 SCR 587, 2001 SCC 19 (CanLII)"
